latitude,longitude,year,month,natural_acres_burned,human_acres_burned,unknown_acres_burned
48.0,-116.5,2006,9,0.1,0.1,0.0
48.0,-116.0,2006,9,817.5500000000002,1.65,0.0
48.5,-115.5,2006,9,0.1,0.2,0.0
48.5,-115.0,2006,9,0.5,0.1,0.0
37.0,-120.0,2006,9,0.0,21.70000000000001,0.0
39.0,-123.0,2006,9,0.0,24.3,0.0
38.0,-120.0,2006,9,0.0,178.96,0.0
48.5,-116.0,2006,9,0.7999999999999999,80.25,0.0
44.5,-108.0,2006,9,0.1,0.0,0.0
44.5,-107.5,2006,9,0.25,1.0,0.0
40.0,-121.0,2006,9,0.0,5.8,0.0
47.5,-115.5,2006,9,0.30000000000000004,3.6,0.0
36.5,-119.5,2006,9,0.0,69.2,0.0
37.0,-119.5,2006,9,0.0,6.999999999999999,0.0
33.0,-117.0,2006,9,2.3,1.01,0.0
46.5,-111.5,2006,9,0.1,0.0,0.0
40.0,-107.0,2006,9,0.2,0.0,0.0
36.5,-112.5,2006,9,0.6,0.30000000000000004,0.0
36.0,-112.5,2006,9,0.4,0.01,0.0
36.5,-113.0,2006,9,14.5,0.0,0.0
43.0,-109.5,2006,9,3.3,0.0,0.0
45.0,-122.5,2006,9,0.1,4.979999999999999,0.0
39.5,-112.5,2006,9,0.5,46.8,0.0
40.0,-111.5,2006,9,0.0,0.4,0.0
40.5,-111.5,2006,9,0.1,0.1,2.56
48.0,-115.5,2006,9,0.0,17.7,0.0
34.5,-95.0,2006,9,3.25,201.0,3.5
36.0,-122.0,2006,9,0.0,0.21,0.0
43.5,-104.0,2006,9,0.30000000000000004,0.2,0.0
45.5,-116.0,2006,9,30.75,0.1,1.5
43.5,-122.0,2006,9,0.9,0.7400000000000001,0.0
44.0,-121.5,2006,9,0.0,7.5,0.0
43.0,-122.5,2006,9,0.01,3.6,0.0
48.5,-116.5,2006,9,0.25,0.1,1.2
45.5,-122.0,2006,9,0.91,0.71,0.0
43.5,-121.5,2006,9,0.6000000000000001,0.1,0.0
44.5,-118.5,2006,9,999.95,1.1,0.0
44.5,-104.5,2006,9,16.2,0.0,0.0
44.0,-121.0,2006,9,0.1,0.1,0.0
44.5,-115.5,2006,9,0.1,0.0,0.0
44.0,-119.0,2006,9,13.0,0.0,0.0
45.0,-119.0,2006,9,65.61,0.0,0.0
44.0,-118.5,2006,9,19.6,0.1,0.0
43.5,-115.5,2006,9,3235.23,0.0,0.0
43.5,-116.0,2006,9,9.7,2.9000000000000004,0.0
36.0,-107.0,2006,9,0.25,0.0,0.0
40.0,-122.0,2006,9,0.0,1.1,0.0
45.5,-118.5,2006,9,0.25,0.2,0.0
39.5,-120.5,2006,9,0.0,0.65,0.0
34.0,-111.5,2006,9,1.6,0.2,0.0
39.0,-121.0,2006,9,0.0,8423.2,0.0
45.5,-116.5,2006,9,0.1,0.0,0.0
46.0,-116.0,2006,9,3.35,0.2,0.0
40.5,-121.5,2006,9,0.0,0.1,0.0
47.5,-116.0,2006,9,155.1,0.5,2.25
46.0,-114.0,2006,9,0.95,0.1,0.0
44.0,-116.5,2006,9,12.57,0.0,1.85
45.0,-122.0,2006,9,10.75,0.12,0.0
44.5,-119.0,2006,9,8.049999999999999,0.0,0.0
45.5,-105.0,2006,9,8.45,0.0,0.0
34.5,-111.5,2006,9,1.4,0.0,0.0
34.5,-94.0,2006,9,0.25,320.0,0.0
34.0,-118.0,2006,9,0.24,62.00000000000002,0.0
39.0,-120.0,2006,9,0.0,7.300000000000002,0.0
44.0,-115.0,2006,9,633.0,0.0,0.0
35.5,-94.0,2006,9,0.0,0.1,0.0
34.5,-119.0,2006,9,0.0,162717.85,0.0
34.0,-119.0,2006,9,0.0,100.1,0.0
34.0,-118.5,2006,9,0.0,310.2,0.0
35.0,-112.0,2006,9,40.90000000000001,0.0,0.2
43.5,-119.5,2006,9,0.6,0.0,0.0
39.5,-106.0,2006,9,0.01,0.1,0.0
47.0,-116.0,2006,9,5.85,0.0,0.0
47.0,-115.5,2006,9,43.25,0.0,0.0
31.0,-94.5,2006,9,7.0,62.2,0.0
31.0,-94.0,2006,9,0.0,44.0,0.0
31.5,-94.0,2006,9,0.0,198.35,0.0
39.0,-108.0,2006,9,0.2,0.0,0.0
39.0,-106.5,2006,9,0.0,0.3,0.0
39.5,-106.5,2006,9,0.0,0.2,0.0
45.0,-116.0,2006,9,0.2,0.1,0.0
48.0,-118.0,2006,9,0.1,1.4,0.30000000000000004
45.5,-115.5,2006,9,7203.530000000002,0.0,0.0
44.0,-115.5,2006,9,13.0,0.0,0.0
36.0,-116.0,2006,9,1.02,0.0,0.0
44.0,-116.0,2006,9,6.85,0.0,0.4
45.5,-114.5,2006,9,30.8,2.1,0.0
40.5,-121.0,2006,9,0.0,0.2,0.0
41.0,-88.5,2006,9,0.0,0.1,0.0
45.0,-118.5,2006,9,28.7,4.0,0.0
35.0,-111.5,2006,9,8.4,0.0,0.0
46.5,-114.5,2006,9,7.25,0.5499999999999999,0.0
33.5,-118.0,2006,9,0.0,0.02,0.0
46.0,-122.0,2006,9,5.3,0.1,0.0
39.5,-121.0,2006,9,0.0,2115.1,0.0
34.5,-85.0,2006,9,0.0,14.08,0.0
45.5,-114.0,2006,9,0.2,4.0,0.0
33.5,-112.0,2006,9,0.0,1.8,0.0
29.0,-82.0,2006,9,20.1,0.1,0.3
48.0,-90.5,2006,9,0.1,0.1,0.0
48.0,-91.0,2006,9,4.0,0.2,0.0
39.5,-120.0,2006,9,0.0,346.2000000000001,0.0
38.0,-111.5,2006,9,0.5,0.0,0.0
47.0,-116.5,2006,9,0.1,6.0,6.199999999999998
43.0,-122.0,2006,9,0.0,0.7,0.0
45.0,-119.5,2006,9,3.25,0.35,0.0
44.5,-116.5,2006,9,0.1,0.0,0.0
47.5,-114.0,2006,9,508.2000000000001,0.0,0.0
45.5,-118.0,2006,9,2.97,0.0,0.0
45.0,-106.5,2006,9,37.0,0.0,0.0
45.5,-106.5,2006,9,0.0,67.4,0.0
48.0,-114.0,2006,9,0.3,0.0,0.0
48.0,-114.5,2006,9,0.0,0.6200000000000001,0.0
40.5,-115.5,2006,9,150.0,0.0,0.0
39.5,-121.5,2006,9,0.0,124.5,0.0
40.0,-116.0,2006,9,33.4,50.0,0.0
40.5,-112.0,2006,9,0.0,0.1,0.75
40.0,-113.0,2006,9,11.8,0.0,0.1
31.5,-109.5,2006,9,0.01,0.0,0.0
41.5,-117.5,2006,9,0.1,0.0,0.0
48.5,-114.5,2006,9,19.700000000000006,0.0,0.0
40.0,-121.5,2006,9,0.0,1.65,0.0
39.0,-115.0,2006,9,0.1,0.0,0.0
35.5,-106.5,2006,9,0.30000000000000004,0.0,0.0
41.5,-114.0,2006,9,0.1,0.0,0.0
47.0,-114.5,2006,9,0.0,0.2,0.0
41.5,-123.0,2006,9,0.0,2.7,0.0
41.5,-123.5,2006,9,0.0,3.7,0.0
41.5,-124.0,2006,9,0.0,2.35,0.0
39.0,-117.5,2006,9,8.1,0.0,0.0
48.5,-117.0,2006,9,2.0,0.1,0.5
44.0,-122.0,2006,9,0.0,0.30000000000000004,0.0
38.0,-120.5,2006,9,0.0,6.9,0.0
35.5,-118.5,2006,9,0.0,2.3000000000000003,0.0
44.5,-111.5,2006,9,0.1,0.0,0.0
42.5,-111.5,2006,9,0.25,0.0,0.0
42.0,-112.5,2006,9,0.0,5.0,0.0
45.5,-117.5,2006,9,2.6,0.0,0.0
43.0,-111.0,2006,9,0.0,0.2,0.0
42.5,-111.0,2006,9,0.1,0.2,0.0
45.0,-117.5,2006,9,12245.2,0.1,0.0
42.5,-110.0,2006,9,0.0,0.2,0.0
43.5,-111.0,2006,9,0.0,0.2,0.0
34.0,-117.0,2006,9,1.8000000000000005,2.2,0.0
34.0,-117.5,2006,9,8.25,2945.96,0.0
44.5,-116.0,2006,9,2.5,0.0,0.25
44.5,-122.5,2006,9,1070.0,5.9,0.0
42.5,-112.5,2006,9,0.0,0.1,0.0
38.5,-120.5,2006,9,0.3,73.25,0.0
39.0,-105.0,2006,9,0.1,0.0,0.0
39.0,-105.5,2006,9,0.2,0.0,0.0
47.0,-113.5,2006,9,80.1,0.1,0.0
48.0,-113.5,2006,9,702.0,0.0,0.0
33.5,-117.5,2006,9,0.1,77.0,0.0
39.0,-108.5,2006,9,1.0,0.1,0.0
45.0,-113.5,2006,9,0.1,0.25,0.0
38.0,-119.5,2006,9,0.25,0.1,0.0
45.5,-113.0,2006,9,0.0,5.1,0.0
43.5,-114.5,2006,9,0.1,1.0,0.0
39.0,-120.5,2006,9,0.0,43.00000000000001,0.0
34.5,-120.0,2006,9,0.0,117.05,0.0
47.5,-90.5,2006,9,0.5,0.0,0.0
