latitude,longitude,year,month,natural_acres_burned,human_acres_burned,unknown_acres_burned
44.5,-113.0,1992,10,0.0,0.2,0.02
46.0,-114.5,1992,10,0.0,150.0,0.0
45.5,-115.0,1992,10,0.0,2.0,0.0
47.5,-116.5,1992,10,0.2,0.0,0.1
47.5,-116.0,1992,10,0.0,0.1,0.0
47.0,-116.0,1992,10,1.1,0.0,0.0
47.5,-117.0,1992,10,0.2,0.0,0.30000000000000004
47.0,-116.5,1992,10,0.1,0.0,0.0
48.5,-117.0,1992,10,1.7,0.5,0.0
48.5,-116.5,1992,10,0.1,0.0,0.5
48.0,-117.0,1992,10,0.0,0.1,0.30000000000000004
46.5,-115.5,1992,10,0.0,0.2,0.0
46.5,-114.5,1992,10,0.0,3.0,0.0
45.0,-109.5,1992,10,0.0,0.2,0.0
46.0,-113.0,1992,10,0.0,1.5,0.01
46.0,-113.5,1992,10,0.1,0.0,0.01
45.5,-113.0,1992,10,0.0,0.1,0.0
46.0,-112.5,1992,10,1.0,0.0,0.0
45.5,-112.5,1992,10,0.0,0.1,0.0
45.0,-111.0,1992,10,0.0,0.1,0.0
45.0,-111.5,1992,10,0.0,1.0,0.0
45.5,-111.0,1992,10,0.0,0.1,0.0
44.5,-111.5,1992,10,0.0,130.2,0.0
46.0,-112.0,1992,10,0.0,2.1,4.0
48.5,-115.5,1992,10,0.0,2.6,0.0
48.5,-115.0,1992,10,0.0,0.5,0.0
48.0,-116.0,1992,10,0.1,0.0,0.0
46.5,-114.0,1992,10,0.0,1.0,0.01
47.0,-114.5,1992,10,0.0,0.8,0.0
45.5,-116.5,1992,10,0.0,0.1,0.0
45.5,-116.0,1992,10,0.5,0.1,0.0
45.5,-115.5,1992,10,0.0,0.1,0.0
46.0,-116.0,1992,10,1.2,0.0,0.3
43.5,-104.0,1992,10,0.0,0.1,0.0
44.0,-103.5,1992,10,0.3,33002.1,0.0
43.5,-103.5,1992,10,0.0,6180.0,0.0
39.0,-108.5,1992,10,0.1,0.2,0.0
39.5,-108.0,1992,10,0.0,18.200000000000006,0.0
37.5,-108.5,1992,10,0.1,53.1,0.0
38.0,-103.5,1992,10,0.0,0.1,0.0
37.5,-103.5,1992,10,0.0,2.0,0.0
38.0,-108.5,1992,10,0.0,0.30000000000000004,0.0
38.0,-108.0,1992,10,0.0,0.1,0.0
