latitude,longitude,year,month,natural_acres_burned,human_acres_burned,unknown_acres_burned
46.0,-122.0,1999,8,0.5,2.0,0.0
45.5,-122.0,1999,8,5.6,0.71,0.0
46.0,-122.5,1999,8,0.1,0.1,0.0
33.0,-111.0,1999,8,0.4,0.1,0.0
33.5,-112.0,1999,8,8.0,0.30000000000000004,0.0
34.0,-111.5,1999,8,3.2000000000000006,0.4,0.0
34.0,-111.0,1999,8,1.6000000000000003,0.0,0.0
33.5,-111.5,1999,8,2.0,0.0,0.0
33.5,-111.0,1999,8,0.1,0.0,0.0
44.5,-113.0,1999,8,18.0,170.0,0.0
44.5,-112.5,1999,8,0.7,0.1,0.0
45.0,-112.5,1999,8,1.1,0.0,0.0
45.0,-113.0,1999,8,0.2,0.0,0.0
44.5,-112.0,1999,8,2.3000000000000003,0.0,0.0
45.5,-114.0,1999,8,193.2,0.1,0.0
46.0,-112.5,1999,8,0.1,0.2,0.35
45.5,-113.5,1999,8,8.0,7.1,0.0
45.5,-112.5,1999,8,0.0,0.1,0.0
46.0,-114.0,1999,8,15.1,0.0,0.1
44.5,-113.5,1999,8,1942.2,0.0,0.0
45.5,-112.0,1999,8,0.5,0.0,0.0
46.0,-113.5,1999,8,10.5,30.0,20.63
46.0,-112.0,1999,8,0.4,0.0,0.0
45.5,-113.0,1999,8,0.5,0.1,0.0
46.5,-114.0,1999,8,21.2,0.1,2.8200000000000007
45.0,-112.0,1999,8,12.1,0.0,0.0
38.0,-120.0,1999,8,2880.8,0.1,0.0
38.0,-120.5,1999,8,1.3,10.4,0.0
38.5,-120.0,1999,8,362.20000000000033,23.700000000000006,0.0
37.5,-120.0,1999,8,11707.0,1.8,0.0
37.5,-120.5,1999,8,7.0,6783.1,0.0
34.5,-111.5,1999,8,84.09999999999997,0.2,0.0
35.0,-112.0,1999,8,6.299999999999999,0.4,0.0
34.5,-112.0,1999,8,3.5000000000000004,0.7,0.0
34.5,-112.5,1999,8,0.0,0.2,0.0
35.0,-111.5,1999,8,0.6,0.0,0.0
36.5,-92.5,1999,8,14.0,75.0,0.0
36.5,-91.5,1999,8,0.0,20.0,0.0
37.0,-90.5,1999,8,0.0,43.0,0.0
45.0,-116.0,1999,8,8.4,0.0,0.0
45.0,-116.5,1999,8,9.899999999999997,0.0,1.85
44.5,-116.5,1999,8,0.30000000000000004,0.0,0.2
44.5,-117.0,1999,8,0.2,0.2,0.0
45.0,-117.0,1999,8,1.8,0.0,0.0
45.0,-115.5,1999,8,9422.800000000003,0.0,0.0
44.5,-116.0,1999,8,9.499999999999996,0.2,0.30000000000000004
44.5,-115.5,1999,8,1213.1,0.0,0.0
45.0,-115.0,1999,8,137.4,0.0,0.0
46.5,-115.5,1999,8,321.9000000000004,0.0,0.0
46.5,-115.0,1999,8,2.6,0.0,0.0
46.0,-115.0,1999,8,2389.099999999999,0.0,0.0
46.0,-114.5,1999,8,1.5000000000000002,1.1,0.0
46.0,-116.0,1999,8,23.40000000000001,0.0,155.29999999999995
46.5,-116.0,1999,8,1.7000000000000006,0.0,1.4500000000000002
46.0,-115.5,1999,8,168.3,0.0,0.0
32.0,-93.0,1999,8,0.0,100.5,0.0
31.5,-93.0,1999,8,0.0,2.1,0.0
31.5,-92.5,1999,8,0.0,4.0,0.0
31.0,-92.5,1999,8,0.0,8.1,0.0
31.0,-93.5,1999,8,0.0,840.2,0.0
31.5,-93.5,1999,8,0.0,1.5,0.0
30.5,-93.0,1999,8,1.0,301.7999999999999,0.0
31.0,-93.0,1999,8,4.0,1217.3,0.0
46.5,-116.5,1999,8,1.8,0.0,2.0000000000000004
34.0,-112.5,1999,8,3.1,0.0,0.0
37.0,-91.5,1999,8,0.0,27.3,0.0
37.5,-91.0,1999,8,0.0,25.0,0.0
36.5,-93.0,1999,8,0.0,46.0,0.0
45.5,-115.5,1999,8,134.99999999999994,0.0,0.0
45.5,-116.0,1999,8,6.899999999999998,0.2,0.0
45.5,-116.5,1999,8,81.5,0.0,34.1
45.5,-115.0,1999,8,1377.4999999999993,0.0,0.0
45.5,-114.5,1999,8,21.999999999999996,0.2,0.0
41.5,-121.0,1999,8,188.0,0.7,0.0
41.0,-120.5,1999,8,5.299999999999998,0.5,0.0
41.5,-120.5,1999,8,650.2,9.0,0.0
41.5,-121.5,1999,8,30672.5,0.0,0.0
41.0,-121.5,1999,8,19.6,0.1,0.0
41.0,-121.0,1999,8,1.0,15.0,0.0
40.5,-121.0,1999,8,9.399999999999997,7700.4,0.0
41.5,-122.0,1999,8,5571.800000000002,1.0,0.0
42.0,-122.5,1999,8,3.43,0.2,0.0
