latitude,longitude,year,month,natural_acres_burned,human_acres_burned,unknown_acres_burned
37.0,-88.5,1998,3,0.0,5.0,0.0
37.5,-89.5,1998,3,0.0,1.5,0.0
34.5,-83.5,1998,3,0.0,30.8,0.0
33.5,-95.0,1998,3,0.0,155.0,0.0
34.5,-94.5,1998,3,0.0,7.0,0.0
48.5,-115.5,1998,3,0.0,7.5,0.0
39.5,-106.5,1998,3,0.0,0.1,0.0
31.0,-93.5,1998,3,0.0,107.7,0.0
31.5,-92.5,1998,3,0.0,173.0,0.0
31.5,-93.0,1998,3,0.0,380.0,0.0
35.0,-84.0,1998,3,0.0,111.6,0.0
35.0,-84.5,1998,3,0.0,111.9,0.0
35.0,-83.5,1998,3,0.0,160.3,0.0
35.5,-82.0,1998,3,0.0,265.80000000000007,0.0
35.5,-82.5,1998,3,0.0,24.5,0.0
29.0,-82.0,1998,3,5.0,19.3,0.0
28.5,-82.0,1998,3,0.0,37.1,0.0
30.0,-83.0,1998,3,0.0,75.20000000000002,0.0
37.0,-89.5,1998,3,0.0,20.0,0.0
37.5,-89.0,1998,3,0.0,6.0,0.0
37.0,-84.0,1998,3,0.0,643.1,0.0
37.5,-84.0,1998,3,0.0,342.8,0.0
37.0,-83.5,1998,3,0.0,1274.0,0.0
36.5,-84.0,1998,3,0.0,1281.0,0.0
38.0,-83.5,1998,3,0.0,485.1,0.0
36.5,-84.5,1998,3,0.0,190.5,0.0
37.0,-84.5,1998,3,0.0,574.0,0.0
31.0,-93.0,1998,3,0.0,812.3000000000002,0.0
44.0,-122.0,1998,3,0.0,0.2,0.0
34.5,-85.0,1998,3,0.0,86.19999999999996,0.0
34.5,-85.5,1998,3,0.0,138.2,0.0
36.0,-92.5,1998,3,0.0,0.1,0.0
35.5,-94.0,1998,3,0.0,38.4,0.0
36.5,-85.0,1998,3,0.0,3.2,0.0
35.5,-92.5,1998,3,0.0,64.0,0.0
40.5,-122.5,1998,3,0.0,2.5,0.0
34.0,-118.0,1998,3,0.0,0.2,0.0
34.0,-118.5,1998,3,0.0,0.1,0.0
35.0,-112.0,1998,3,0.0,1.6,0.0
31.0,-110.5,1998,3,0.0,0.1,0.0
31.5,-111.0,1998,3,0.0,0.2,0.0
39.0,-86.5,1998,3,0.0,33.0,0.0
46.0,-112.0,1998,3,0.0,40.0,6.0
45.5,-112.5,1998,3,0.0,2.0,0.0
32.0,-90.0,1998,3,0.0,12.5,0.0
30.5,-89.5,1998,3,0.0,344.6,0.0
31.0,-89.5,1998,3,0.0,859.0,0.0
30.5,-89.0,1998,3,0.0,167.0,0.0
37.5,-79.5,1998,3,0.0,9.2,0.0
37.0,-80.0,1998,3,0.0,13.1,0.0
37.0,-81.5,1998,3,0.0,232.6,0.0
38.5,-79.0,1998,3,0.0,6.1,0.0
38.0,-79.0,1998,3,0.0,11.7,0.0
36.5,-81.5,1998,3,75.0,13.5,0.0
45.0,-122.0,1998,3,0.0,0.2,0.0
34.5,-95.0,1998,3,0.0,42.1,0.0
34.5,-93.5,1998,3,0.0,37.0,0.0
36.5,-91.5,1998,3,0.0,148.0,0.0
37.5,-91.5,1998,3,0.0,43.2,0.0
37.5,-90.5,1998,3,0.0,9.0,0.0
36.5,-91.0,1998,3,0.0,2.1,0.0
36.5,-92.5,1998,3,0.0,69.0,0.0
37.0,-91.0,1998,3,0.0,82.0,0.0
36.5,-93.5,1998,3,0.0,328.0,0.0
33.5,-105.5,1998,3,0.0,1.0,0.0
32.5,-105.5,1998,3,0.0,19.0,0.0
33.5,-106.0,1998,3,0.0,3.0,0.0
31.5,-91.0,1998,3,0.0,205.1,0.0
31.0,-91.0,1998,3,0.0,428.3,0.0
31.5,-89.0,1998,3,0.0,333.0,0.0
31.0,-89.0,1998,3,0.0,209.0,0.0
34.5,-89.0,1998,3,0.0,76.0,0.0
33.5,-89.0,1998,3,0.0,114.0,0.0
31.0,-91.5,1998,3,0.0,102.0,0.0
31.5,-94.0,1998,3,0.0,0.7,0.0
31.0,-94.0,1998,3,0.0,38.0,0.0
31.0,-94.5,1998,3,0.0,177.0,0.0
31.0,-95.5,1998,3,0.0,13.8,0.0
36.0,-106.5,1998,3,0.0,2.5,5.8
36.5,-106.5,1998,3,0.0,3.0,0.0
33.0,-80.0,1998,3,0.0,290.7999999999999,0.0
37.5,-92.5,1998,3,0.0,161.2,0.0
41.0,-79.5,1998,3,0.0,3.0,0.0
41.0,-79.0,1998,3,0.0,7.0,0.0
41.5,-79.5,1998,3,0.0,1.6,0.0
41.5,-79.0,1998,3,0.0,0.1,0.0
32.5,-106.0,1998,3,0.0,5.0,0.0
