latitude,longitude,year,month,natural_acres_burned,human_acres_burned,unknown_acres_burned
40.0,-121.5,2017,5,713.9047104691052,1311.380999601446,1.1291538281622169
38.5,-120.5,2017,5,7.140372723956716,0.0,0.004133967180162845
38.5,-121.0,2017,5,1.3941716056445443,107.6762510170356,1382.0222533192136
38.5,-120.0,2017,5,964.1289152301033,224.54471500097225,55.63820525044503
40.5,-122.5,2017,5,883.0744910283502,7.780155067357555,25.746792476412796
41.0,-122.5,2017,5,643.0587014492703,72.9911300978897,0.2579780031125374
38.0,-121.0,2017,5,0.0,0.0,1072.9911008839265
33.0,-106.0,2017,5,703.6740558457386,284.7058574706689,10.413382891575566
33.5,-106.0,2017,5,37.23149578713128,28.17310354185156,0.0
33.5,-105.5,2017,5,968.2382054373303,170.96037388100373,0.0
43.5,-121.5,2017,5,0.0,24.409963087973665,0.0005176074243579973
44.0,-121.5,2017,5,13.694637547673892,158.62975677341817,1.4254237671432577
35.0,-83.0,2017,5,4.751654015903114,38.878091272306044,3.5929549689440985
35.0,-83.5,2017,5,8.900500626155065,66.70242464507533,13.173805333727726
35.5,-82.0,2017,5,122.0985539259318,70.94178661631628,16.146626142884998
36.0,-82.0,2017,5,2.499641772651096,15.50522675490484,3.6003334220127954
42.0,-106.0,2017,5,95.22434752212848,9.597255310767425,0.0
44.5,-120.0,2017,5,322.3643355263157,25.351611867532483,0.058825832697686486
39.0,-105.5,2017,5,31.126494529495854,1258.012792419264,0.5426848200312975
43.5,-122.0,2017,5,6.722295397914878,190.52679891182788,0.0
42.0,-121.5,2017,5,4.35071565387625,40.163539891547536,0.015845963461931012
42.0,-121.0,2017,5,1263.6808866259814,0.0,0.007108441393338437
42.5,-121.0,2017,5,229.34776420671187,0.049471586575137394,0.005145499618611715
44.5,-107.5,2017,5,68.19623960717024,30.2520288583778,1.968473799664821
46.0,-118.0,2017,5,1410.9593740910348,401.080011969234,144.76353928298886
42.5,-121.5,2017,5,502.4944120582258,1.657794641495002,0.04906930259702369
