latitude,longitude,year,month,natural_acres_burned,human_acres_burned,unknown_acres_burned
45.5,-111.0,2015,2,0.0,0.1,0.0
31.5,-110.5,2015,2,0.0,0.5,0.1
32.5,-108.5,2015,2,0.0,0.35,0.0
39.0,-112.5,2015,2,0.0,0.1,0.0
41.5,-121.0,2015,2,0.0,0.1,0.0
39.5,-121.0,2015,2,0.0,62.15000000000001,0.0
44.5,-121.5,2015,2,0.0,0.2,0.0
43.5,-121.5,2015,2,0.0,0.1,0.0
43.5,-123.0,2015,2,0.0,0.1,0.0
37.0,-103.0,2015,2,0.0,1.65,0.0
34.0,-110.5,2015,2,0.0,0.4,0.1
34.5,-112.0,2015,2,0.0,0.5,0.0
34.0,-111.5,2015,2,0.0,0.1,0.0
33.5,-112.0,2015,2,0.0,0.1,0.1
34.5,-119.0,2015,2,0.0,0.21,0.0
32.5,-117.0,2015,2,0.0,0.2,0.01
32.5,-116.5,2015,2,0.0,0.2,0.0
33.5,-117.5,2015,2,0.0,0.3200000000000001,0.0
33.0,-117.0,2015,2,0.0,0.1,0.0
37.5,-119.0,2015,2,0.0,0.5,0.0
41.5,-123.5,2015,2,0.0,0.1,0.0
39.5,-120.5,2015,2,0.0,0.11,0.0
33.5,-117.0,2015,2,0.0,0.1,0.0
39.0,-121.5,2015,2,0.0,8.02,0.0
42.0,-121.0,2015,2,0.0,0.1,0.0
33.0,-86.5,2015,2,0.0,130.39999999999998,0.0
33.0,-86.0,2015,2,0.0,165.1,0.0
34.5,-85.5,2015,2,0.0,47.87,0.0
34.5,-83.5,2015,2,0.0,21.1,0.0
34.5,-84.5,2015,2,0.0,14.18,0.0
34.5,-84.0,2015,2,0.0,108.81,0.0
29.0,-82.0,2015,2,0.0,2.79,0.0
30.0,-84.5,2015,2,0.0,8.1,0.0
34.5,-95.0,2015,2,0.0,215.0,0.0
34.0,-95.0,2015,2,0.0,30.5,0.0
34.0,-94.0,2015,2,0.0,109.1,0.0
33.5,-94.0,2015,2,0.0,16.0,0.0
34.5,-94.0,2015,2,0.0,965.0,0.0
34.5,-93.5,2015,2,0.0,121.3,0.0
35.5,-94.5,2015,2,0.0,7.1,0.0
35.5,-93.0,2015,2,0.0,630.0,0.8
35.5,-80.0,2015,2,0.0,31.700000000000006,0.0
35.0,-80.0,2015,2,0.0,10.9,0.0
35.0,-83.0,2015,2,0.0,69.5,0.0
35.0,-84.0,2015,2,0.0,30.5,0.0
33.0,-80.0,2015,2,0.0,94.82,0.0
34.0,-82.0,2015,2,0.0,12.96,0.0
37.0,-89.5,2015,2,0.0,5.9,0.0
38.5,-83.0,2015,2,0.0,36.3,0.0
45.0,-106.5,2015,2,0.0,35.3,0.0
43.5,-103.5,2015,2,0.0,40.02,0.0
31.5,-111.0,2015,2,0.0,0.1,0.30000000000000004
36.0,-112.0,2015,2,0.0,0.1,0.0
